balanced_source_mae_mm,case,coverage_1mm,cross_midplane_mass,dependence,dual_missed,fitted_gap_error_mm,gap,matched_rms_mm,method,model_k,n,phase,posterior_brier,ratio,representation,risk_rms_mm,seed,sigma,single_false_split,source_gap_error_mm,status,surface_mae_mm,upper_mass,upper_mass_error,vertical_w1_mm
0.08423612523230872,s9190101_g2_n1_p0.5_l1,0.9934895833333334,0.009114583333333334,1.0,0,0.003556151196378199,2.0,0.21010891060899273,candidate_pool_L,2,768,exposed,0.00811802598233536,0.5,points,0.21010891060899273,9190101,1.0,,0.07802308980384032,OK,0.06614455419907599,0.5065104166666666,0.00651041666666663,0.07914972887651656
0.07493920241877328,s9190101_g2_n1_p0.5_l1,0.99609375,0.005208333333333333,1.0,0,0.02162343949616785,2.0,0.16781045202591038,candidate_pool_R,2,768,exposed,0.006607080314667328,0.5,points,0.16781045202591038,9190101,1.0,,0.09233543074858153,OK,0.0645225357521066,0.5052083333333334,0.00520833333333337,0.07493920241879068
0.07493920241877328,s9190101_g2_n1_p0.5_l1,0.99609375,0.005208333333333333,1.0,0,0.02162343949616785,2.0,0.16781045202591038,candidate_legacy_spatial,2,768,exposed,0.006607080314667328,0.5,points,0.16781045202591038,9190101,1.0,,0.09233543074858153,OK,0.0645225357521066,0.5052083333333334,0.00520833333333337,0.07493920241879068
0.08423612523230872,s9190101_g2_n1_p0.5_l1,0.9934895833333334,0.009114583333333334,1.0,0,0.003556151196378199,2.0,0.21010891060899273,candidate_retained,2,768,exposed,0.00811802598233536,0.5,points,0.21010891060899273,9190101,1.0,,0.07802308980384032,OK,0.06614455419907599,0.5065104166666666,0.00651041666666663,0.07914972887651656
0.8064549439556361,s9190101_g2_n1_p0.5_l1,0.7213541666666666,0.14322916666666669,1.0,,,2.0,1.0189726073613115,identity,0,768,exposed,,0.5,points,1.0189726073613115,9190101,1.0,,0.08855384293629065,OK,0.6695534421682452,0.5260416666666666,0.02604166666666663,0.6725462775518923
0.48775688162893904,s9190101_g2_n1_p0.8_l0,0.8971354166666666,0.22327509623926564,0.0,0,0.05780312530830467,2.0,0.6691789414658031,v18_map,2,768,exposed,0.08724753824812019,0.8,points,0.6691789414658031,9190101,1.0,,0.9261225470972154,OK,0.04371142158806113,0.8515625,0.05208333333333337,0.14031568186540913
0.5076437055190205,s9190101_g2_n1_p0.8_l0,0.89453125,0.22571809298193665,0.0,0,0.0984006351743536,2.0,0.6785481874379397,old_crossfit_gate_map,2,768,exposed,0.08710961222294261,0.8,points,0.6785481874379397,9190101,1.0,,0.9578545312562654,OK,0.05040317214778036,0.84765625,0.04817708333333337,0.14137459891122323
0.48775688162893904,s9190101_g2_n1_p0.8_l0,0.8971354166666666,0.22327509623926564,0.0,0,0.05780312530830467,2.0,0.6691789414658031,old_insample_gate_map,2,768,exposed,0.08724753824812019,0.8,points,0.6691789414658031,9190101,1.0,,0.9261225470972154,OK,0.04371142158806113,0.8515625,0.05208333333333337,0.14031568186540913
0.48775688162893904,s9190101_g2_n1_p0.8_l0,0.8971354166666666,0.22327509623926564,0.0,0,0.05780312530830467,2.0,0.6691789414658031,repaired_insample_map,2,768,exposed,0.08724753824812019,0.8,points,0.6691789414658031,9190101,1.0,,0.9261225470972154,OK,0.04371142158806113,0.8515625,0.05208333333333337,0.14031568186540913
0.5076437053793352,s9190101_g2_n1_p0.8_l0,0.89453125,0.22571809298193665,0.0,0,0.0984006348970059,2.0,0.6785481874389223,repaired_crossfit_map,2,768,exposed,0.08710961222520137,0.8,points,0.6785481874389223,9190101,1.0,,0.957854531104291,OK,0.05040317206406458,0.84765625,0.04817708333333337,0.1413745988166128
