method,kind,field,allocation,seed,requested_budget_mm,actual_budget_mm,duplicate_budget,direction_informative,native_field_rms_mm,normalization_factor,status,displacement_rms_mm,displacement_p95_mm,displacement_max_mm,moved_fraction,case,scene,n_input,n_reference,accuracy_mm,p95_mm,completeness_mm,precision,recall,fscore,step
budget0.05__multiscale_full__alpha,budget,multiscale_full,alpha,,0.05,0.05,False,True,0.08689053416915693,0.5754366741797318,OK,0.04999999999999917,0.10792214804061176,0.21854261763181576,1.0,s37_confirm09,scan37,937,3341,0.8218593818459378,2.4029403233601294,0.8164793153596963,0.7716115261472786,0.7198443579766537,0.7448295448217487,
budget0.05__multiscale_full__shuffle_92401,budget,multiscale_full,shuffle,92401,0.05,0.05,False,True,0.10443514134484444,0.4787660490150551,OK,0.05000000000000047,0.10705370058103438,0.3609536528551778,1.0,s37_confirm09,scan37,937,3341,0.8225999811529734,2.380353433569826,0.8158509256494674,0.7726787620064034,0.7198443579766537,0.7453264072251142,
budget0.05__multiscale_full__shuffle_92402,budget,multiscale_full,shuffle,92402,0.05,0.05,False,True,0.10344167427853705,0.48336417936706216,OK,0.05000000000000009,0.11571004644739634,0.281643565402848,1.0,s37_confirm09,scan37,937,3341,0.8225679082051993,2.382240761490896,0.8152356545193733,0.7726787620064034,0.7204429811433702,0.7456471561277409,
budget0.05__multiscale_full__shuffle_92403,budget,multiscale_full,shuffle,92403,0.05,0.05,False,True,0.10531084606375193,0.4747849045836318,OK,0.050000000000000384,0.11294610053500594,0.3618383341222895,1.0,s37_confirm09,scan37,937,3341,0.822592621418558,2.3824101136101534,0.8154189309188283,0.7716115261472786,0.720143669560012,0.7449897376104532,
budget0.05__multiscale_full__shuffle_92404,budget,multiscale_full,shuffle,92404,0.05,0.05,False,True,0.10383562424672516,0.4815303067971582,OK,0.04999999999999924,0.11004922514728771,0.3055216109382154,1.0,s37_confirm09,scan37,937,3341,0.8229407464744928,2.397046595811411,0.8163779920550636,0.7726787620064034,0.7189464232265789,0.7448448011567691,
budget0.05__multiscale_full__shuffle_92405,budget,multiscale_full,shuffle,92405,0.05,0.05,False,True,0.1032074091364443,0.48446134263382207,OK,0.050000000000000856,0.10620992039157981,0.3660815103911806,1.0,s37_confirm09,scan37,937,3341,0.8224747687675634,2.402924853705192,0.8159918953253664,0.7737459978655283,0.7192457348099371,0.7455011258418138,
budget0.05__multiscale_full__uniform,budget,multiscale_full,uniform,,0.05,0.05,False,True,0.12906824288242152,0.38739196322327685,OK,0.04999999999999967,0.11424636280746578,0.3205856959038063,1.0,s37_confirm09,scan37,937,3341,0.8226324614121854,2.3961001205750483,0.8162177747184572,0.7716115261472786,0.7195450463932954,0.7446692877238255,
budget0.05__quadratic64__uniform,budget,quadratic64,uniform,,0.05,0.05,False,True,0.142019463474105,0.3520644197414301,OK,0.05000000000000052,0.10839085656293955,0.32929985094049763,1.0,s37_confirm09,scan37,937,3341,0.8211826153896238,2.403307489946263,0.8135292689553596,0.7726787620064034,0.7213409158934451,0.7461277975409307,
budget0.1__local_plane64__uniform,budget,local_plane64,uniform,,0.1,0.1,False,True,0.28123991641925583,0.35556830365048864,OK,0.10000000000000116,0.20233660308388843,0.5487927078821275,1.0,s37_confirm09,scan37,937,3341,0.8194744525497278,2.4073403933340867,0.8340883591839084,0.775880469583778,0.6967973660580664,0.7342155283354912,
budget0.1__multiscale_full__alpha,budget,multiscale_full,alpha,,0.1,0.1,False,True,0.08689053416915693,1.1508733483594635,OK,0.10000000000000105,0.21584429608122385,0.43708523526363063,1.0,s37_confirm09,scan37,937,3341,0.8199517750388113,2.3983401700451674,0.8207815511974553,0.7662753468516542,0.714756061059563,0.739619626804797,
budget0.1__multiscale_full__shuffle_92401,budget,multiscale_full,shuffle,92401,0.1,0.1,False,True,0.10443514134484444,0.9575320980301102,OK,0.09999999999999924,0.2141074011620686,0.7219073057103556,1.0,s37_confirm09,scan37,937,3341,0.8218177459176341,2.3616937438538486,0.8206674607891163,0.767342582710779,0.7135588147261299,0.7394740321748098,
budget0.1__multiscale_full__shuffle_92402,budget,multiscale_full,shuffle,92402,0.1,0.1,False,True,0.10344167427853705,0.9667283587341243,OK,0.10000000000000006,0.23142009289480892,0.5632871308057371,1.0,s37_confirm09,scan37,937,3341,0.8216507066152136,2.3713049963250277,0.8194097121774933,0.768409818569904,0.7159533073929961,0.7412546720082361,
budget0.1__multiscale_full__shuffle_92403,budget,multiscale_full,shuffle,92403,0.1,0.1,False,True,0.10531084606375193,0.9495698091672636,OK,0.09999999999999941,0.22589220107006075,0.7236766682445698,1.0,s37_confirm09,scan37,937,3341,0.8216538580005026,2.364242861482404,0.8198196285624111,0.7662753468516542,0.714756061059563,0.739619626804797,
budget0.1__multiscale_full__shuffle_92404,budget,multiscale_full,shuffle,92404,0.1,0.1,False,True,0.10383562424672516,0.9630606135943164,OK,0.09999999999999921,0.22009845029466987,0.6110432218764956,1.0,s37_confirm09,scan37,937,3341,0.8223012677297269,2.364733110869571,0.8217225200427691,0.7662753468516542,0.7138581263094882,0.7391385888630894,
budget0.1__multiscale_full__shuffle_92405,budget,multiscale_full,shuffle,92405,0.1,0.1,False,True,0.1032074091364443,0.9689226852676441,OK,0.1000000000000001,0.21241984078325168,0.7321630207823612,1.0,s37_confirm09,scan37,937,3341,0.821569117988213,2.3681167699348014,0.8207552485181325,0.7662753468516542,0.714756061059563,0.739619626804797,
budget0.1__multiscale_full__uniform,budget,multiscale_full,uniform,,0.1,0.1,False,True,0.12906824288242152,0.7747839264465537,OK,0.09999999999999991,0.22849272561494796,0.6411713918076025,1.0,s37_confirm09,scan37,937,3341,0.8216854480931531,2.364128879124848,0.8217996342066087,0.7662753468516542,0.7138581263094882,0.7391385888630894,
budget0.1__quadratic64__uniform,budget,quadratic64,uniform,,0.1,0.1,False,True,0.142019463474105,0.7041288394828602,OK,0.10000000000000062,0.2167817131258791,0.6585997018809664,1.0,s37_confirm09,scan37,937,3341,0.8187344175842175,2.3716055429827874,0.8157595546635453,0.767342582710779,0.7213409158934451,0.7436310027424985,
native__apss2,native,apss2,cached,,,,,,,,OK,0.06013146425267549,0.11238193073275697,0.6369126836297557,1.0,s37_confirm09,scan37,937,3341,0.8221698513089157,2.3851364641225343,0.8111435565880485,0.7726787620064034,0.7207422927267285,0.7458074341522679,
native__identity,native,identity,cached,,,,,,,,OK,0.0,0.0,0.0,0.0,s37_confirm09,scan37,937,3341,0.8236807206909328,2.396901167672118,0.8083856269073222,0.7748132337246532,0.7210416043100868,0.7469609521997422,
native__local_plane64,native,local_plane64,cached,,,,,,,,OK,0.28123991641925583,0.5690512933985715,1.5434241529626687,1.0,s37_confirm09,scan37,937,3341,0.8236661945444379,2.378364745172938,0.8822489563045107,0.7812166488794023,0.645315773720443,0.7067928050259484,
native__multiscale_consensus,native,multiscale_consensus,cached,,,,,,,,OK,0.08689053416915704,0.18754826183863188,0.37978569569507165,1.0,s37_confirm09,scan37,937,3341,0.8203919119665459,2.4099993019148314,0.8200749310532768,0.767342582710779,0.7162526189763544,0.7409179187067493,
native__multiscale_full,native,multiscale_full,cached,,,,,,,,OK,0.12906824288242152,0.2949115460653557,0.8275486492708418,1.0,s37_confirm09,scan37,937,3341,0.821367107361412,2.364716754509228,0.8236799974827893,0.7652081109925294,0.7117629452259803,0.7375185539320062,
native__multiscale_matched,native,multiscale_matched,cached,,,,,,,,OK,0.08689053416915735,0.19853854982449942,0.557117247281451,1.0,s37_confirm09,scan37,937,3341,0.8219471222616928,2.3653034824585517,0.8206054257579055,0.767342582710779,0.7138581263094882,0.7396347233640232,
native__quadratic64,native,quadratic64,cached,,,,,,,,OK,0.142019463474105,0.30787222589139646,0.9353397630534098,1.0,s37_confirm09,scan37,937,3341,0.8174223901741621,2.3867163731327876,0.8147022055859036,0.7726787620064034,0.723436096976953,0.7472470505142077,
native__rimls2,native,rimls2,cached,,,,,,,,OK,0.05514763275580142,0.09966853482472625,0.5733328011106643,1.0,s37_confirm09,scan37,937,3341,0.8234822300234997,2.376677251856046,0.8101076146401778,0.768409818569904,0.723436096976953,0.7452450608093916,
native__v18,native,v18,cached,,,,,,,,OK,0.8582046744986224,1.4349308458710304,4.682577335277258,1.0,s37_confirm09,scan37,937,3341,0.8932726891207693,2.5886249720020276,0.9784662451029533,0.7299893276414088,0.47500748278958393,0.5755208478305993,
probe_t0.5,probe,multiscale_full,fixed_step,,,,,,,,OK,0.06453412144121151,0.1474557730326836,0.41377432463542607,1.0,s37_confirm09,scan37,937,3341,0.8223748882577253,2.3781077486865967,0.8181090074678482,0.7726787620064034,0.7171505537264292,0.7438798474078546,0.5
probe_t1,probe,multiscale_full,fixed_step,,,,,,,,OK,0.12906824288242152,0.2949115460653557,0.8275486492708418,1.0,s37_confirm09,scan37,937,3341,0.821367107361412,2.364716754509228,0.8236799974827893,0.7652081109925294,0.7117629452259803,0.7375185539320062,1.0
budget0.025__local_plane64__uniform,budget,local_plane64,uniform,,0.025,0.025,False,True,0.10722823459085565,0.23314754826833625,OK,0.024999999999999942,0.05074945458562496,0.08877766640932934,1.0,s37_confirm10,scan37,670,3414,0.22227345181577898,0.3629052526991218,0.4434255605243406,1.0,0.9967779730521382,0.998386386973742,
budget0.025__multiscale_full__alpha,budget,multiscale_full,alpha,,0.025,0.025,False,True,0.043033069694025754,0.5809485629948153,OK,0.024999999999999776,0.050606138630988555,0.11503574403464852,1.0,s37_confirm10,scan37,670,3414,0.22382630746641283,0.36705053233442025,0.4457110851036558,1.0,0.9964850615114236,0.9982394366197184,
budget0.025__multiscale_full__shuffle_92401,budget,multiscale_full,shuffle,92401,0.025,0.025,False,True,0.04767071137351302,0.524431024410737,OK,0.024999999999999266,0.05344817209314944,0.1334720383393403,1.0,s37_confirm10,scan37,670,3414,0.22366085135930108,0.36401204214421906,0.44546563844170706,1.0,0.9964850615114236,0.9982394366197184,
budget0.025__multiscale_full__shuffle_92402,budget,multiscale_full,shuffle,92402,0.025,0.025,False,True,0.046486567901017475,0.5377897558114376,OK,0.02500000000000096,0.051872699182627484,0.13306151077793252,1.0,s37_confirm10,scan37,670,3414,0.22371748909400618,0.36529199487135683,0.4455772160777663,1.0,0.9964850615114236,0.9982394366197184,
budget0.025__multiscale_full__shuffle_92403,budget,multiscale_full,shuffle,92403,0.025,0.025,False,True,0.047273862692571854,0.5288334520616241,OK,0.024999999999999672,0.05066977729517975,0.1272084737140661,1.0,s37_confirm10,scan37,670,3414,0.22383482857663506,0.36528766754100517,0.4457459422148135,1.0,0.9964850615114236,0.9982394366197184,
budget0.025__multiscale_full__shuffle_92404,budget,multiscale_full,shuffle,92404,0.025,0.025,False,True,0.047473561498730096,0.5266089000015038,OK,0.025000000000000494,0.05221538102371763,0.1149426320780532,1.0,s37_confirm10,scan37,670,3414,0.22378124054692242,0.36731065808863445,0.4457242327579985,1.0,0.9964850615114236,0.9982394366197184,
budget0.025__multiscale_full__shuffle_92405,budget,multiscale_full,shuffle,92405,0.025,0.025,False,True,0.04623537470427132,0.5407115257506597,OK,0.02500000000000015,0.051613477277681945,0.09807545949958994,1.0,s37_confirm10,scan37,670,3414,0.2238094767506788,0.3660402819517101,0.4455106534949207,1.0,0.9964850615114236,0.9982394366197184,
budget0.025__multiscale_full__uniform,budget,multiscale_full,uniform,,0.025,0.025,False,True,0.05674302271444494,0.44058280303131986,OK,0.025000000000001056,0.052403076175717635,0.12109948898801037,1.0,s37_confirm10,scan37,670,3414,0.22371580072576125,0.36533387173018933,0.4456860929573911,1.0,0.9964850615114236,0.9982394366197184,
budget0.025__quadratic64__uniform,budget,quadratic64,uniform,,0.025,0.025,False,True,0.059373306060720166,0.42106464434425944,OK,0.024999999999998145,0.0527580926700289,0.11671193580786808,1.0,s37_confirm10,scan37,670,3414,0.22394685799624972,0.3688938525443194,0.4457473726831119,1.0,0.9961921499707088,0.998092443140132,
budget0.05__local_plane64__uniform,budget,local_plane64,uniform,,0.05,0.05,False,True,0.10722823459085565,0.4662950965366725,OK,0.05000000000000051,0.10149890917132394,0.1775553328185655,1.0,s37_confirm10,scan37,670,3414,0.21993739397342132,0.3577589820924384,0.44263760465361096,1.0,0.9967779730521382,0.998386386973742,
budget0.05__multiscale_full__alpha,budget,multiscale_full,alpha,,0.05,0.05,False,True,0.043033069694025754,1.1618971259896307,OK,0.05000000000000026,0.10121227726189842,0.23007148806940475,1.0,s37_confirm10,scan37,670,3414,0.223171972676782,0.36422306839013135,0.4461514739677293,1.0,0.9956063268892794,0.9977983267283135,
budget0.05__multiscale_full__shuffle_92401,budget,multiscale_full,shuffle,92401,0.05,0.05,False,True,0.04767071137351302,1.048862048821474,OK,0.04999999999999957,0.10689634418619294,0.2669440766786806,1.0,s37_confirm10,scan37,670,3414,0.22296195180853706,0.36380885802702717,0.4457971752532095,1.0,0.9958992384299942,0.9979454065159965,
budget0.05__multiscale_full__shuffle_92402,budget,multiscale_full,shuffle,92402,0.05,0.05,False,True,0.046486567901017475,1.0755795116228752,OK,0.05000000000000047,0.1037453983652602,0.26612302155577244,1.0,s37_confirm10,scan37,670,3414,0.22288881988624007,0.3638914122401244,0.4459597803500262,1.0,0.9958992384299942,0.9979454065159965,
budget0.05__multiscale_full__shuffle_92403,budget,multiscale_full,shuffle,92403,0.05,0.05,False,True,0.047273862692571854,1.0576669041232483,OK,0.050000000000000266,0.10133955459035124,0.25441694742812243,1.0,s37_confirm10,scan37,670,3414,0.22322866693843887,0.36309943316095866,0.4463244499752369,1.0,0.9956063268892794,0.9977983267283135,
budget0.05__multiscale_full__shuffle_92404,budget,multiscale_full,shuffle,92404,0.05,0.05,False,True,0.047473561498730096,1.0532178000030077,OK,0.050000000000000856,0.10443076204744677,0.2298852641561064,1.0,s37_confirm10,scan37,670,3414,0.22306346203162788,0.3642457507148749,0.44627102104288213,1.0,0.9956063268892794,0.9977983267283135,
budget0.05__multiscale_full__shuffle_92405,budget,multiscale_full,shuffle,92405,0.05,0.05,False,True,0.04623537470427132,1.0814230515013195,OK,0.04999999999999983,0.10322695455544206,0.19615091899918471,1.0,s37_confirm10,scan37,670,3414,0.223145392671548,0.36365000978126544,0.44579804026759406,1.0,0.9958992384299942,0.9979454065159965,
budget0.05__multiscale_full__uniform,budget,multiscale_full,uniform,,0.05,0.05,False,True,0.05674302271444494,0.8811656060626397,OK,0.04999999999999798,0.10480615235149984,0.24219897797603107,1.0,s37_confirm10,scan37,670,3414,0.2229619286528423,0.3636663367997316,0.44628820874618924,1.0,0.9956063268892794,0.9977983267283135,
budget0.05__quadratic64__uniform,budget,quadratic64,uniform,,0.05,0.05,False,True,0.059373306060720166,0.8421292886885189,OK,0.049999999999998844,0.10551618534014585,0.23342387161563796,1.0,s37_confirm10,scan37,670,3414,0.2235469430402853,0.36805898630915035,0.44639770219002156,1.0,0.9958992384299942,0.9979454065159965,
budget0.1__local_plane64__uniform,budget,local_plane64,uniform,,0.1,0.05674302271444494,False,True,0.10722823459085565,0.5291798650882941,OK,0.05674302271444501,0.11518709817203171,0.2015005256638748,1.0,s37_confirm10,scan37,670,3414,0.21939408594586762,0.3597582256733818,0.44245954313770697,1.0,0.9967779730521382,0.998386386973742,
budget0.1__multiscale_full__alpha,budget,multiscale_full,alpha,,0.1,0.05674302271444494,False,True,0.043033069694025754,1.318591100237558,OK,0.05674302271444473,0.11486181095302317,0.26109903346936536,1.0,s37_confirm10,scan37,670,3414,0.22305530064702447,0.3640431117557729,0.4461160045058369,1.0,0.9956063268892794,0.9977983267283135,
budget0.1__multiscale_full__shuffle_92401,budget,multiscale_full,shuffle,92401,0.1,0.05674302271444494,False,True,0.04767071137351302,1.190312061211923,OK,0.0567430227144461,0.12131243372499957,0.30294427612926633,1.0,s37_confirm10,scan37,670,3414,0.22278530634860633,0.36317272511660365,0.44576471131098755,1.0,0.9958992384299942,0.9979454065159965,
budget0.1__multiscale_full__shuffle_92402,budget,multiscale_full,shuffle,92402,0.1,0.05674302271444494,False,True,0.046486567901017475,1.220632653184168,OK,0.05674302271444411,0.1177365499191581,0.30201249313950135,1.0,s37_confirm10,scan37,670,3414,0.2226403811630812,0.3635218367673031,0.44593064852230097,1.0,0.9958992384299942,0.9979454065159965,
budget0.1__multiscale_full__shuffle_92403,budget,multiscale_full,shuffle,92403,0.1,0.05674302271444494,False,True,0.047273862692571854,1.2003043432996428,OK,0.05674302271444427,0.11500625295983861,0.2887277325371244,1.0,s37_confirm10,scan37,670,3414,0.22307877106911678,0.3641764163989379,0.44636007378371034,1.0,0.9956063268892794,0.9977983267283135,
budget0.1__multiscale_full__shuffle_92404,budget,multiscale_full,shuffle,92404,0.1,0.05674302271444494,False,True,0.047473561498730096,1.1952552309765678,OK,0.056743022714445146,0.1185143420588608,0.26088769531451467,1.0,s37_confirm10,scan37,670,3414,0.2228710957564403,0.36379711638530515,0.4463015101776555,1.0,0.9956063268892794,0.9977983267283135,
budget0.1__multiscale_full__shuffle_92405,budget,multiscale_full,shuffle,92405,0.1,0.05674302271444494,False,True,0.04623537470427132,1.2272642555052744,OK,0.056743022714444986,0.1171481885416067,0.22260392104460705,1.0,s37_confirm10,scan37,670,3414,0.22295452391074436,0.363278751873494,0.44576360775321655,1.0,0.9958992384299942,0.9979454065159965,
