case,goal_id,family,goal_mask,method,budget,allowed_bits,costs,removed_bit,error,error_count,mean_query_cost,max_query_cost,mean_query_count,runtime_seconds,counts
primary,mux_03,multiplexer,4539,fixed_prefix,4,0|1|2|3,1|1|1|1,,0.0,0,4.0,4,4.0,1.2242999218869954e-05,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 16, ""tree_nodes"": 31}"
nonunit_costs,mux_03,multiplexer,4539,adaptive,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,8.196000635507517e-06,"{""cache_hits"": 0, ""query_candidates"": 0, ""states"": 1, ""terminal_evaluations"": 1}"
nonunit_costs,mux_03,multiplexer,4539,open_loop,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,9.933000910677947e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
nonunit_costs,mux_03,multiplexer,4539,fixed_prefix,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,4.715999239124358e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
nonunit_costs,mux_03,multiplexer,4539,adaptive,1,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.0127001587534323e-05,"{""cache_hits"": 0, ""query_candidates"": 1, ""states"": 3, ""terminal_evaluations"": 3}"
nonunit_costs,mux_03,multiplexer,4539,open_loop,1,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.079700086847879e-05,"{""subsets_evaluated"": 2, ""terminal_evaluations"": 3, ""tree_nodes"": 4}"
nonunit_costs,mux_03,multiplexer,4539,fixed_prefix,1,0|1|2|3,1|2|3|4,,0.5,8,1.0,1,1.0,5.353000233299099e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
nonunit_costs,mux_03,multiplexer,4539,adaptive,2,0|1|2|3,1|2|3|4,,0.25,4,2.0,2,1.0,1.3759001376456581e-05,"{""cache_hits"": 0, ""query_candidates"": 2, ""states"": 5, ""terminal_evaluations"": 5}"
nonunit_costs,mux_03,multiplexer,4539,open_loop,2,0|1|2|3,1|2|3|4,,0.25,4,2.0,2,1.0,1.2167000022600405e-05,"{""subsets_evaluated"": 3, ""terminal_evaluations"": 5, ""tree_nodes"": 7}"
nonunit_costs,mux_03,multiplexer,4539,fixed_prefix,2,0|1|2|3,1|2|3|4,,0.5,8,1.0,1,1.0,5.504998625838198e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
nonunit_costs,mux_03,multiplexer,4539,adaptive,3,0|1|2|3,1|2|3|4,,0.25,4,2.0,3,1.5,1.8696999177336693e-05,"{""cache_hits"": 4, ""query_candidates"": 7, ""states"": 11, ""terminal_evaluations"": 11}"
nonunit_costs,mux_03,multiplexer,4539,open_loop,3,0|1|2|3,1|2|3|4,,0.25,4,2.0,2,1.0,1.4998999176896177e-05,"{""subsets_evaluated"": 5, ""terminal_evaluations"": 11, ""tree_nodes"": 17}"
nonunit_costs,mux_03,multiplexer,4539,fixed_prefix,3,0|1|2|3,1|2|3|4,,0.25,4,3.0,3,2.0,6.930000381544232e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
nonunit_costs,mux_03,multiplexer,4539,adaptive,4,0|1|2|3,1|2|3|4,,0.25,4,2.0,3,1.5,2.530499841668643e-05,"{""cache_hits"": 8, ""query_candidates"": 12, ""states"": 17, ""terminal_evaluations"": 17}"
nonunit_costs,mux_03,multiplexer,4539,open_loop,4,0|1|2|3,1|2|3|4,,0.25,4,2.0,2,1.0,1.82939984370023e-05,"{""subsets_evaluated"": 7, ""terminal_evaluations"": 17, ""tree_nodes"": 27}"
nonunit_costs,mux_03,multiplexer,4539,fixed_prefix,4,0|1|2|3,1|2|3|4,,0.25,4,3.0,3,2.0,7.1639988163951784e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
missing_sensor,mux_03,multiplexer,4539,adaptive,4,1|2|3,1|1|1|1,0,0.25,4,1.0,1,1.0,3.832000038528349e-05,"{""cache_hits"": 28, ""query_candidates"": 27, ""states"": 27, ""terminal_evaluations"": 27}"
missing_sensor,mux_03,multiplexer,4539,open_loop,4,1|2|3,1|1|1|1,0,0.25,4,1.0,1,1.0,2.1113999537192285e-05,"{""subsets_evaluated"": 8, ""terminal_evaluations"": 27, ""tree_nodes"": 46}"
missing_sensor,mux_03,multiplexer,4539,fixed_prefix,4,1|2|3,1|1|1|1,0,0.25,4,3.0,3,3.0,8.705999789526686e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 8, ""tree_nodes"": 15}"
primary,mux_04,multiplexer,55512,adaptive,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,9.63300044531934e-06,"{""cache_hits"": 0, ""query_candidates"": 0, ""states"": 1, ""terminal_evaluations"": 1}"
primary,mux_04,multiplexer,55512,open_loop,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,1.0145999112864956e-05,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
primary,mux_04,multiplexer,55512,fixed_prefix,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,4.7890007408568636e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
primary,mux_04,multiplexer,55512,adaptive,1,0|1|2|3,1|1|1|1,,0.25,4,1.0,1,1.0,1.6111000149976462e-05,"{""cache_hits"": 0, ""query_candidates"": 4, ""states"": 9, ""terminal_evaluations"": 9}"
primary,mux_04,multiplexer,55512,open_loop,1,0|1|2|3,1|1|1|1,,0.25,4,1.0,1,1.0,1.424899892299436e-05,"{""subsets_evaluated"": 5, ""terminal_evaluations"": 9, ""tree_nodes"": 13}"
primary,mux_04,multiplexer,55512,fixed_prefix,1,0|1|2|3,1|1|1|1,,0.5,8,1.0,1,1.0,5.638001312036067e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
primary,mux_04,multiplexer,55512,adaptive,2,0|1|2|3,1|1|1|1,,0.0,0,2.0,2,2.0,4.392700066091493e-05,"{""cache_hits"": 24, ""query_candidates"": 28, ""states"": 33, ""terminal_evaluations"": 33}"
primary,mux_04,multiplexer,55512,open_loop,2,0|1|2|3,1|1|1|1,,0.25,4,1.0,1,1.0,2.737199974944815e-05,"{""subsets_evaluated"": 11, ""terminal_evaluations"": 33, ""tree_nodes"": 55}"
primary,mux_04,multiplexer,55512,fixed_prefix,2,0|1|2|3,1|1|1|1,,0.25,4,2.0,2,2.0,7.089000064297579e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
primary,mux_04,multiplexer,55512,adaptive,3,0|1|2|3,1|1|1|1,,0.0,0,2.5,3,2.5,8.900700049707666e-05,"{""cache_hits"": 88, ""query_candidates"": 76, ""states"": 65, ""terminal_evaluations"": 65}"
primary,mux_04,multiplexer,55512,open_loop,3,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,4.092299968760926e-05,"{""subsets_evaluated"": 15, ""terminal_evaluations"": 65, ""tree_nodes"": 115}"
primary,mux_04,multiplexer,55512,fixed_prefix,3,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,1.3169999874662608e-05,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 8, ""tree_nodes"": 15}"
primary,mux_04,multiplexer,55512,adaptive,4,0|1|2|3,1|1|1|1,,0.0,0,2.5,3,2.5,0.00011162900045746937,"{""cache_hits"": 136, ""query_candidates"": 108, ""states"": 81, ""terminal_evaluations"": 81}"
primary,mux_04,multiplexer,55512,open_loop,4,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,4.984699990018271e-05,"{""subsets_evaluated"": 16, ""terminal_evaluations"": 81, ""tree_nodes"": 146}"
primary,mux_04,multiplexer,55512,fixed_prefix,4,0|1|2|3,1|1|1|1,,0.0,0,4.0,4,4.0,1.2402999345795251e-05,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 16, ""tree_nodes"": 31}"
nonunit_costs,mux_04,multiplexer,55512,adaptive,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,8.600000001024455e-06,"{""cache_hits"": 0, ""query_candidates"": 0, ""states"": 1, ""terminal_evaluations"": 1}"
nonunit_costs,mux_04,multiplexer,55512,open_loop,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,9.866998880170286e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
nonunit_costs,mux_04,multiplexer,55512,fixed_prefix,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,4.4049993448425084e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
nonunit_costs,mux_04,multiplexer,55512,adaptive,1,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.0113000826095231e-05,"{""cache_hits"": 0, ""query_candidates"": 1, ""states"": 3, ""terminal_evaluations"": 3}"
nonunit_costs,mux_04,multiplexer,55512,open_loop,1,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.0661999112926424e-05,"{""subsets_evaluated"": 2, ""terminal_evaluations"": 3, ""tree_nodes"": 4}"
nonunit_costs,mux_04,multiplexer,55512,fixed_prefix,1,0|1|2|3,1|2|3|4,,0.5,8,1.0,1,1.0,5.7010001910384744e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
nonunit_costs,mux_04,multiplexer,55512,adaptive,2,0|1|2|3,1|2|3|4,,0.25,4,2.0,2,1.0,1.259500095329713e-05,"{""cache_hits"": 0, ""query_candidates"": 2, ""states"": 5, ""terminal_evaluations"": 5}"
nonunit_costs,mux_04,multiplexer,55512,open_loop,2,0|1|2|3,1|2|3|4,,0.25,4,2.0,2,1.0,1.1770000128308311e-05,"{""subsets_evaluated"": 3, ""terminal_evaluations"": 5, ""tree_nodes"": 7}"
nonunit_costs,mux_04,multiplexer,55512,fixed_prefix,2,0|1|2|3,1|2|3|4,,0.5,8,1.0,1,1.0,5.77100036025513e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
nonunit_costs,mux_04,multiplexer,55512,adaptive,3,0|1|2|3,1|2|3|4,,0.25,4,2.0,3,1.5,2.0102999769733287e-05,"{""cache_hits"": 4, ""query_candidates"": 7, ""states"": 11, ""terminal_evaluations"": 11}"
nonunit_costs,mux_04,multiplexer,55512,open_loop,3,0|1|2|3,1|2|3|4,,0.25,4,2.0,2,1.0,1.516799966339022e-05,"{""subsets_evaluated"": 5, ""terminal_evaluations"": 11, ""tree_nodes"": 17}"
nonunit_costs,mux_04,multiplexer,55512,fixed_prefix,3,0|1|2|3,1|2|3|4,,0.25,4,3.0,3,2.0,6.780999683542177e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
nonunit_costs,mux_04,multiplexer,55512,adaptive,4,0|1|2|3,1|2|3|4,,0.0,0,3.5,4,2.0,2.5781000658753328e-05,"{""cache_hits"": 8, ""query_candidates"": 12, ""states"": 17, ""terminal_evaluations"": 17}"
nonunit_costs,mux_04,multiplexer,55512,open_loop,4,0|1|2|3,1|2|3|4,,0.25,4,2.0,2,1.0,1.777299985405989e-05,"{""subsets_evaluated"": 7, ""terminal_evaluations"": 17, ""tree_nodes"": 27}"
nonunit_costs,mux_04,multiplexer,55512,fixed_prefix,4,0|1|2|3,1|2|3|4,,0.25,4,3.0,3,2.0,6.890000804560259e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
missing_sensor,mux_04,multiplexer,55512,adaptive,4,1|2|3,1|1|1|1,0,0.25,4,1.0,1,1.0,4.030899981444236e-05,"{""cache_hits"": 28, ""query_candidates"": 27, ""states"": 27, ""terminal_evaluations"": 27}"
missing_sensor,mux_04,multiplexer,55512,open_loop,4,1|2|3,1|1|1|1,0,0.25,4,1.0,1,1.0,2.14789997698972e-05,"{""subsets_evaluated"": 8, ""terminal_evaluations"": 27, ""tree_nodes"": 46}"
missing_sensor,mux_04,multiplexer,55512,fixed_prefix,4,1|2|3,1|1|1|1,0,0.25,4,3.0,3,3.0,8.527000318281353e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 8, ""tree_nodes"": 15}"
primary,mux_05,multiplexer,10023,adaptive,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,8.1409998529125e-06,"{""cache_hits"": 0, ""query_candidates"": 0, ""states"": 1, ""terminal_evaluations"": 1}"
primary,mux_05,multiplexer,10023,open_loop,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,9.61700061452575e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
primary,mux_05,multiplexer,10023,fixed_prefix,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,4.689998604590073e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
primary,mux_05,multiplexer,10023,adaptive,1,0|1|2|3,1|1|1|1,,0.25,4,1.0,1,1.0,1.5061999874887988e-05,"{""cache_hits"": 0, ""query_candidates"": 4, ""states"": 9, ""terminal_evaluations"": 9}"
primary,mux_05,multiplexer,10023,open_loop,1,0|1|2|3,1|1|1|1,,0.25,4,1.0,1,1.0,1.452000105928164e-05,"{""subsets_evaluated"": 5, ""terminal_evaluations"": 9, ""tree_nodes"": 13}"
primary,mux_05,multiplexer,10023,fixed_prefix,1,0|1|2|3,1|1|1|1,,0.5,8,1.0,1,1.0,5.711999619961716e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
primary,mux_05,multiplexer,10023,adaptive,2,0|1|2|3,1|1|1|1,,0.0,0,2.0,2,2.0,4.980400080967229e-05,"{""cache_hits"": 24, ""query_candidates"": 28, ""states"": 33, ""terminal_evaluations"": 33}"
primary,mux_05,multiplexer,10023,open_loop,2,0|1|2|3,1|1|1|1,,0.25,4,1.0,1,1.0,2.4958999347290955e-05,"{""subsets_evaluated"": 11, ""terminal_evaluations"": 33, ""tree_nodes"": 55}"
primary,mux_05,multiplexer,10023,fixed_prefix,2,0|1|2|3,1|1|1|1,,0.25,4,2.0,2,2.0,6.616000973735936e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
primary,mux_05,multiplexer,10023,adaptive,3,0|1|2|3,1|1|1|1,,0.0,0,2.5,3,2.5,9.05819997569779e-05,"{""cache_hits"": 88, ""query_candidates"": 76, ""states"": 65, ""terminal_evaluations"": 65}"
primary,mux_05,multiplexer,10023,open_loop,3,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,4.1856001189444214e-05,"{""subsets_evaluated"": 15, ""terminal_evaluations"": 65, ""tree_nodes"": 115}"
primary,mux_05,multiplexer,10023,fixed_prefix,3,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,9.023000529850833e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 8, ""tree_nodes"": 15}"
primary,mux_05,multiplexer,10023,adaptive,4,0|1|2|3,1|1|1|1,,0.0,0,2.5,3,2.5,0.00011222500143048819,"{""cache_hits"": 136, ""query_candidates"": 108, ""states"": 81, ""terminal_evaluations"": 81}"
primary,mux_05,multiplexer,10023,open_loop,4,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,4.8919999244390056e-05,"{""subsets_evaluated"": 16, ""terminal_evaluations"": 81, ""tree_nodes"": 146}"
primary,mux_05,multiplexer,10023,fixed_prefix,4,0|1|2|3,1|1|1|1,,0.0,0,4.0,4,4.0,1.1993999578407966e-05,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 16, ""tree_nodes"": 31}"
nonunit_costs,mux_05,multiplexer,10023,adaptive,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,8.49699972604867e-06,"{""cache_hits"": 0, ""query_candidates"": 0, ""states"": 1, ""terminal_evaluations"": 1}"
nonunit_costs,mux_05,multiplexer,10023,open_loop,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,9.682000381872058e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
nonunit_costs,mux_05,multiplexer,10023,fixed_prefix,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,4.568999429466203e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
nonunit_costs,mux_05,multiplexer,10023,adaptive,1,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.142699875344988e-05,"{""cache_hits"": 0, ""query_candidates"": 1, ""states"": 3, ""terminal_evaluations"": 3}"
nonunit_costs,mux_05,multiplexer,10023,open_loop,1,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.0774001566460356e-05,"{""subsets_evaluated"": 2, ""terminal_evaluations"": 3, ""tree_nodes"": 4}"
nonunit_costs,mux_05,multiplexer,10023,fixed_prefix,1,0|1|2|3,1|2|3|4,,0.5,8,1.0,1,1.0,5.190999218029901e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
nonunit_costs,mux_05,multiplexer,10023,adaptive,2,0|1|2|3,1|2|3|4,,0.25,4,2.0,2,1.0,1.2717999197775498e-05,"{""cache_hits"": 0, ""query_candidates"": 2, ""states"": 5, ""terminal_evaluations"": 5}"
nonunit_costs,mux_05,multiplexer,10023,open_loop,2,0|1|2|3,1|2|3|4,,0.25,4,2.0,2,1.0,1.1723001080099493e-05,"{""subsets_evaluated"": 3, ""terminal_evaluations"": 5, ""tree_nodes"": 7}"
nonunit_costs,mux_05,multiplexer,10023,fixed_prefix,2,0|1|2|3,1|2|3|4,,0.5,8,1.0,1,1.0,5.481999323819764e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
nonunit_costs,mux_05,multiplexer,10023,adaptive,3,0|1|2|3,1|2|3|4,,0.25,4,2.0,3,1.5,1.910900027723983e-05,"{""cache_hits"": 4, ""query_candidates"": 7, ""states"": 11, ""terminal_evaluations"": 11}"
nonunit_costs,mux_05,multiplexer,10023,open_loop,3,0|1|2|3,1|2|3|4,,0.25,4,2.0,2,1.0,1.4627001291955821e-05,"{""subsets_evaluated"": 5, ""terminal_evaluations"": 11, ""tree_nodes"": 17}"
nonunit_costs,mux_05,multiplexer,10023,fixed_prefix,3,0|1|2|3,1|2|3|4,,0.25,4,3.0,3,2.0,6.9640009314753115e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
nonunit_costs,mux_05,multiplexer,10023,adaptive,4,0|1|2|3,1|2|3|4,,0.0,0,3.5,4,2.0,2.6431998776388355e-05,"{""cache_hits"": 8, ""query_candidates"": 12, ""states"": 17, ""terminal_evaluations"": 17}"
nonunit_costs,mux_05,multiplexer,10023,open_loop,4,0|1|2|3,1|2|3|4,,0.25,4,2.0,2,1.0,2.0756999219884165e-05,"{""subsets_evaluated"": 7, ""terminal_evaluations"": 17, ""tree_nodes"": 27}"
nonunit_costs,mux_05,multiplexer,10023,fixed_prefix,4,0|1|2|3,1|2|3|4,,0.25,4,3.0,3,2.0,6.6949996835319325e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
missing_sensor,mux_05,multiplexer,10023,adaptive,4,1|2|3,1|1|1|1,0,0.25,4,1.0,1,1.0,3.7428999348776415e-05,"{""cache_hits"": 28, ""query_candidates"": 27, ""states"": 27, ""terminal_evaluations"": 27}"
missing_sensor,mux_05,multiplexer,10023,open_loop,4,1|2|3,1|1|1|1,0,0.25,4,1.0,1,1.0,2.1518999346881174e-05,"{""subsets_evaluated"": 8, ""terminal_evaluations"": 27, ""tree_nodes"": 46}"
missing_sensor,mux_05,multiplexer,10023,fixed_prefix,4,1|2|3,1|1|1|1,0,0.25,4,3.0,3,3.0,8.693999916431494e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 8, ""tree_nodes"": 15}"
primary,mux_06,multiplexer,64080,adaptive,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,8.912000339478254e-06,"{""cache_hits"": 0, ""query_candidates"": 0, ""states"": 1, ""terminal_evaluations"": 1}"
primary,mux_06,multiplexer,64080,open_loop,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,1.0088000635732897e-05,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
primary,mux_06,multiplexer,64080,fixed_prefix,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,4.5289998524822295e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
primary,mux_06,multiplexer,64080,adaptive,1,0|1|2|3,1|1|1|1,,0.25,4,1.0,1,1.0,1.6586000128882006e-05,"{""cache_hits"": 0, ""query_candidates"": 4, ""states"": 9, ""terminal_evaluations"": 9}"
primary,mux_06,multiplexer,64080,open_loop,1,0|1|2|3,1|1|1|1,,0.25,4,1.0,1,1.0,1.4216999261407182e-05,"{""subsets_evaluated"": 5, ""terminal_evaluations"": 9, ""tree_nodes"": 13}"
primary,mux_06,multiplexer,64080,fixed_prefix,1,0|1|2|3,1|1|1|1,,0.5,8,1.0,1,1.0,5.9419999161036685e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
primary,mux_06,multiplexer,64080,adaptive,2,0|1|2|3,1|1|1|1,,0.0,0,2.0,2,2.0,4.480700044950936e-05,"{""cache_hits"": 24, ""query_candidates"": 28, ""states"": 33, ""terminal_evaluations"": 33}"
primary,mux_06,multiplexer,64080,open_loop,2,0|1|2|3,1|1|1|1,,0.25,4,1.0,1,1.0,2.6120998882106505e-05,"{""subsets_evaluated"": 11, ""terminal_evaluations"": 33, ""tree_nodes"": 55}"
primary,mux_06,multiplexer,64080,fixed_prefix,2,0|1|2|3,1|1|1|1,,0.5,8,2.0,2,2.0,6.583999493159354e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
primary,mux_06,multiplexer,64080,adaptive,3,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,8.776800132181961e-05,"{""cache_hits"": 88, ""query_candidates"": 76, ""states"": 65, ""terminal_evaluations"": 65}"
primary,mux_06,multiplexer,64080,open_loop,3,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,4.0642000385560095e-05,"{""subsets_evaluated"": 15, ""terminal_evaluations"": 65, ""tree_nodes"": 115}"
primary,mux_06,multiplexer,64080,fixed_prefix,3,0|1|2|3,1|1|1|1,,0.25,4,3.0,3,3.0,8.738999895285815e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 8, ""tree_nodes"": 15}"
primary,mux_06,multiplexer,64080,adaptive,4,0|1|2|3,1|1|1|1,,0.0,0,3.5,4,3.5,0.00010875399857468437,"{""cache_hits"": 136, ""query_candidates"": 108, ""states"": 81, ""terminal_evaluations"": 81}"
primary,mux_06,multiplexer,64080,open_loop,4,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,4.987399915989954e-05,"{""subsets_evaluated"": 16, ""terminal_evaluations"": 81, ""tree_nodes"": 146}"
primary,mux_06,multiplexer,64080,fixed_prefix,4,0|1|2|3,1|1|1|1,,0.0,0,4.0,4,4.0,1.2147000234108418e-05,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 16, ""tree_nodes"": 31}"
nonunit_costs,mux_06,multiplexer,64080,adaptive,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,8.37500010675285e-06,"{""cache_hits"": 0, ""query_candidates"": 0, ""states"": 1, ""terminal_evaluations"": 1}"
nonunit_costs,mux_06,multiplexer,64080,open_loop,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.0226998711004853e-05,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
nonunit_costs,mux_06,multiplexer,64080,fixed_prefix,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,4.696999894804321e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
nonunit_costs,mux_06,multiplexer,64080,adaptive,1,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.018900002236478e-05,"{""cache_hits"": 0, ""query_candidates"": 1, ""states"": 3, ""terminal_evaluations"": 3}"
nonunit_costs,mux_06,multiplexer,64080,open_loop,1,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.1314999937894754e-05,"{""subsets_evaluated"": 2, ""terminal_evaluations"": 3, ""tree_nodes"": 4}"
nonunit_costs,mux_06,multiplexer,64080,fixed_prefix,1,0|1|2|3,1|2|3|4,,0.5,8,1.0,1,1.0,5.55500082555227e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
nonunit_costs,mux_06,multiplexer,64080,adaptive,2,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.497899938840419e-05,"{""cache_hits"": 0, ""query_candidates"": 2, ""states"": 5, ""terminal_evaluations"": 5}"
nonunit_costs,mux_06,multiplexer,64080,open_loop,2,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.143000008596573e-05,"{""subsets_evaluated"": 3, ""terminal_evaluations"": 5, ""tree_nodes"": 7}"
nonunit_costs,mux_06,multiplexer,64080,fixed_prefix,2,0|1|2|3,1|2|3|4,,0.5,8,1.0,1,1.0,5.204999979468994e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
nonunit_costs,mux_06,multiplexer,64080,adaptive,3,0|1|2|3,1|2|3|4,,0.25,4,3.0,3,1.0,1.808299930416979e-05,"{""cache_hits"": 4, ""query_candidates"": 7, ""states"": 11, ""terminal_evaluations"": 11}"
nonunit_costs,mux_06,multiplexer,64080,open_loop,3,0|1|2|3,1|2|3|4,,0.25,4,3.0,3,1.0,1.4293000276666135e-05,"{""subsets_evaluated"": 5, ""terminal_evaluations"": 11, ""tree_nodes"": 17}"
nonunit_costs,mux_06,multiplexer,64080,fixed_prefix,3,0|1|2|3,1|2|3|4,,0.5,8,3.0,3,2.0,6.823000148870051e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
nonunit_costs,mux_06,multiplexer,64080,adaptive,4,0|1|2|3,1|2|3|4,,0.25,4,2.5,4,1.5,2.3910000891191885e-05,"{""cache_hits"": 8, ""query_candidates"": 12, ""states"": 17, ""terminal_evaluations"": 17}"
nonunit_costs,mux_06,multiplexer,64080,open_loop,4,0|1|2|3,1|2|3|4,,0.25,4,3.0,3,1.0,1.832699854276143e-05,"{""subsets_evaluated"": 7, ""terminal_evaluations"": 17, ""tree_nodes"": 27}"
nonunit_costs,mux_06,multiplexer,64080,fixed_prefix,4,0|1|2|3,1|2|3|4,,0.5,8,3.0,3,2.0,7.172000550781377e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
missing_sensor,mux_06,multiplexer,64080,adaptive,4,1|2|3,1|1|1|1,0,0.25,4,2.0,2,2.0,3.6747000194736756e-05,"{""cache_hits"": 28, ""query_candidates"": 27, ""states"": 27, ""terminal_evaluations"": 27}"
